question_id,question_number,question_text,question_file
0625_s14_qp_12_27,27,"A steel magnet is placed inside a coil of wire. There is a large alternating current in the coil. The magnet is slowly moved out of the coil to position P.  
steel magnet movedout of coil12
 V a.c.Pcoil of wire
  How has the steel changed, if at all, when it reaches position P? A It has become a stronger magnet. B It has become demagnetised. C The poles have changed ends. D There has been no change.    1 © UCLES 2014 0625/12/M/J/14",0625_s14_qp_12
0625_s14_qp_12_28,28,"Two balloons, X and Y, are suspended by insu lating threads. They are each held near a negatively charged balloon. The balloons hang as shown.  
––
––––––––––insulatingthreads
X––––––––––––insulatingthreads
Y
  What is the charge on balloon X and what is the charge on balloon Y?   balloon X balloon Y 
A negative negative 
B negative positive 
C positive negative 
D positive positive 
",0625_s14_qp_12
0625_s14_qp_12_29,29,"Which quantities is a voltmeter used to measure? A current and e.m.f. only B current and p.d. only C e.m.f. and p.d. only D e.m.f., current and p.d ",0625_s14_qp_12
0625_s14_qp_12_30,30,"The diagram shows a lamp and a resistor connected in a circuit. The lamp is too bright.  
  Which change to the circuit will decrease the current in the lamp and make it less bright? A connecting another resistor in parallel with the one in the circuit B connecting another resistor in series with the one in the circuit C exchanging the positions of the lamp and the resistor in the circuit D increasing the e.m.f. of the battery in the circuit    1 © UCLES 2014 0625/12/M/J/14 [Turn over",0625_s14_qp_12
0625_s14_qp_12_31,31,Which statement is not correct for lamps connected in parallel? A They can be switched on and off separately. B They will remain bright if another lamp is connected in parallel. C They share the supply voltage equally between them. D They still operate if one lamp is removed. ,0625_s14_qp_12
0625_s14_qp_12_32,32,"A student connects a circuit using an uncharged capacitor C, with a large capacitance, and a resistor R, with a high resistance.   The switch is closed. The reading on the voltmeter P rises immediately to a maximum value, then starts to fall gradually. 
VVRPQC
  What happens to the reading on the voltmeter Q and what happens to the energy stored in the capacitor?   reading on voltmeter Q energy stored in capacitor 
A falls decreases 
B falls increases 
C rises decreases 
D rises increases 
   1 © UCLES 2014 0625/12/M/J/14",0625_s14_qp_12
0625_s14_qp_12_33,33,"Which labelled component in the circuit shown controls the brightness of lamp X?  
V AB DCX
 ",0625_s14_qp_12
0625_s14_qp_12_34,34,"In the circuit shown, the current from the battery divides equally between the two lamps. Each ammeter reads 6.0
 A.  
A A
  What is a suitable rating for the fuse in this circuit? A 3.0
 A B 6.0  A C 10.0  A D 13.0  A    1 © UCLES 2014 0625/12/M/J/14 [Turn over",0625_s14_qp_12
0625_s14_qp_12_35,35,"A metal wire is placed between the poles of a magnet.  The wire can be moved in each of three directions OP, QR and ST.  
RTQS
S pole N pole OP metal wire
  In which direction or directions must the wire be moved to induce an e.m.f. across the ends of the wire?  A OP only B OP or ST C QR D ST only ",0625_s14_qp_12
0625_s14_qp_12_36,36,"A transformer has 100 turns on its primary coil and 25 turns on its secondary coil. The primary coil is connected to a 12
 V a.c. supply.  
100turnsprimary coil12
 Vsecondary coil25turns
  What is the voltage induced across the secondary coil? A 3.0
 V B 4.0  V C 48  V D 300  V    1 © UCLES 2014 0625/12/M/J/14",0625_s14_qp_12
0625_s14_qp_12_37,37,"A beam of cathode rays passes between two parallel metal plates connected to a high-voltage d.c. power supply.  Which path does the beam follow?  
+++
cathode rays DCBA+++metal plate
metal plate
 ",0625_s14_qp_12
0625_s14_qp_12_38,38,"Compared with β-particles and γ-rays, α-particles A are the only type of radiation to carry a charge. B have the greatest ionising effect. C have the greatest penetrating effect. D have the smallest mass. ",0625_s14_qp_12
0625_s14_qp_12_39,39,"The diagram shows a box used for storing radioactive sources.  
  Which material is best for lining the box to prevent the escape of most radioactive emissions? A aluminium B copper C lead D steel    1 © UCLES 2014 0625/12/M/J/14",0625_s14_qp_12
0625_s14_qp_12_40,40,"A particular nuclide of chlorine can be represented by the symbol shown.  
lC3717  How many electrons are there in a neutral atom of this nuclide? A 17 B 20 C 37 D 54       
Permission to reproduce items where thir d-party owned material protected by copyright is included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trace copyright holder s, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity.  Cambridge International Examinations is part of the Cambridge Asse ssment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2014 0625/12/M/J/14  BLANK PAGE ",0625_s14_qp_12
0625_s14_qp_13_01,1,Which instrument is used to compare the masses of objects? A a balance B a barometer C a manometer D a measuring cylinder ,0625_s14_qp_13
0625_s14_qp_13_02,2,"The graph shows how the speed of a car changes with time.  
01402 4time
 / sspeedm
 / s
  Which calculation gives the distance travelled by the car in 24 seconds? A 
m2414 B 
m1424 C 
 m 21424    ×  D 
)(1424  × m     © UCLES 2014 0625/13/M/J/14 [Turn over",0625_s14_qp_13
0625_s14_qp_13_03,3,"Which distance  / time graph represents the motion of an object moving at constant speed?  
A00
distancetimeB00distancetime
C00distancetimeD00distancetime
 ",0625_s14_qp_13
0625_s14_qp_13_04,4,"A student wishes to measure accurately the volume of approximately 40 cm
3 of water. She has two measuring cylinders, a larger one that can hold 100
 cm3, and a smaller one that can hold 50
 cm3. The water forms a meniscus where it touches the glass.  
top ofmeniscusbottom ofmeniscus
  Which cylinder should the student use and which water level should she use to ensure an accurate result?   cylinder water level 
A larger one bottom of meniscus 
B larger one top of meniscus 
C smaller one bottom of meniscus 
D smaller one top of meniscus 
    © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_05,5,"A student adds weights to an elastic cord. He measures the length of the cord for each weight.  He then plots a graph from the results, as shown.  
00weight  What has he plotted on the vertical axis? A measured length B original length C (measured length + original length) D (measured length – original length) ",0625_s14_qp_13
0625_s14_qp_13_06,6,"A liquid has a volume of 100
 cm3 and a mass of 85  g.   The density of water is 1.0
 g / cm3.  How does the density of the liquid compare with the density of water? A Its density is higher than that of water. B Its density is lower than that of water. C Its density is the same as that of water. D It is impossible to say with only this data. ",0625_s14_qp_13
0625_s14_qp_13_07,7,Which situation is an example of a force acting over a large area to produce a small pressure? A a builder hammering a nail into a piece of wood B a cook using a sharp knife to cut vegetables C a nurse pushing a needle into a patient’s arm D a soldier marching in flat-soled boots     © UCLES 2014 0625/13/M/J/14 [Turn over,0625_s14_qp_13
0625_s14_qp_13_08,8,"A student places four identical beakers on a bench.  Two beakers contain salt water of density 1.1
 g / cm3 and two beakers contain pure water of density 1.0
 g / cm3.  Which beaker exerts the greatest pressure on the bench?  
AB CD150
 cm3
of saltwater 100 cm3
of purewater150  cm3
of purewater100  cm3
of saltwater
 ",0625_s14_qp_13
0625_s14_qp_13_09,9,"A plane lamina with centre of mass X touches the ground at point P.  Which diagram shows the lamina in equilibrium?  
PA
PB
P
CP
D
45°45°70°20°
X XX X
     © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_10,10,"Four cars are driven along a road.  The table shows the work done by the engine in  each car and the time taken by each car.  Which engine produces the most power?   work done by engine
 / J time taken / s 
A 50  000  B 50  000 40 
C 100  000  D 100  000 40 
",0625_s14_qp_13
0625_s14_qp_13_11,11,Which energy transfer takes place when a matchstick burns? A chemical to thermal B chemical to nuclear C nuclear to chemical D thermal to chemical ,0625_s14_qp_13
0625_s14_qp_13_12,12,"The diagram shows a heater above a thermometer. The thermometer bulb is in the position shown.  
thermometer thermometer bulbairheater
  Which row shows how the heat energy from the heater reaches the thermometer bulb?   conduction convection radiation 
A yes yes no 
B yes no yes 
C no yes no 
D no no yes 
    © UCLES 2014 0625/13/M/J/14 [Turn over",0625_s14_qp_13
0625_s14_qp_13_13,13,Which statement about the transfer of thermal energy is correct? A All metals conduct thermal energy equally well. B Convection can only occur in solids or liquids. C Convection occurs in liquids because hot liquid is more dense than cold liquid. D The radiation that transfers thermal energy is a type of electromagnetic radiation. ,0625_s14_qp_13
0625_s14_qp_13_14,14,"In an experiment, a thermometer is placed in a test-tube of hot liquid. The temperature of the liquid is recorded every half minute. The table shows the results.  time
 / minutes 0.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 4.0 4.5 5.0 5.5 6.0 6.5 7.0 7.5
temperature  / °C 73 65 59 55 55 55 51 48 45 42 40 38 36 35 34 3  What is the melting point of the substance? A 0
 °C B 33  °C C 55  °C D 73  °C ",0625_s14_qp_13
0625_s14_qp_13_15,15,"A telephone engineer connects a wire between two poles when the weather is very cold. He makes the wire very loose. The wire passes over a road.  
pole polevery loose wire
  The weather changes and it becomes very hot.  What could happen to the wire and why?   what could happen why 
A it breaks it contracts 
B it breaks it expands 
C it sags and touches cars on the road it contracts 
D it sags and touches cars on the road it expands 
    © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_16,16,"During evaporation, molecules escape rapidly from the surface of a liquid.  What happens to the average energy of the molecules of the remaining liquid and what happens to the temperature of the remaining liquid?   average energy of remaining molecules temperature of remaining liquid 
A decreases decreases 
B decreases increases 
C stays the same decreases 
D stays the same increases 
",0625_s14_qp_13
0625_s14_qp_13_17,17,"A student places his thumb firmly on the outlet of a bicycle pump, to stop the air coming out.  
direction of motion handle trapped air 
  What happens to the pressure and what happens to  the volume of the trapped air as the pump handle is pushed in?   pressure volume 
A decreases decreases 
B decreases remains the same 
C increases decreases 
D increases remains the same 
",0625_s14_qp_13
0625_s14_qp_13_18,18,"A boy blows a whistle that has a frequency of 10
 000  Hz. The boy’s friend cannot hear the sound from the whistle. The friend has normal hearing.  What could be a reason why he cannot hear the sound? A The amplitude is too large. B The amplitude is too small. C The frequency is too high. D The frequency is too low.     © UCLES 2014 0625/13/M/J/14 [Turn over",0625_s14_qp_13
0625_s14_qp_13_19,19,"A lighted candle is placed in front of a loudspeaker that is making a loud, steady note. The candle flame vibrates because of the sound wave.  
candle flameloudspeaker
  Which type of waves are sound waves and in which direction does the flame vibrate?   type of wave direction of vibration 
A longitudinal 
 
B transverse 
 
C longitudinal  
D transverse  
",0625_s14_qp_13
0625_s14_qp_13_20,20,"Which list shows electromagnetic waves in order of increasing frequency? A visible light, X-rays, γ-rays B visible light, γ-rays, X-rays C X-rays, γ-rays, visible light D γ-rays, X-rays, visible light     © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_21,21,"A small boat in a harbour is protected from waves on the sea by harbour walls.  
seasea land seasmallboat
harbourharbourwallswaves
  Some waves can curve round the harbour walls and reach the boat.  What is the name of this effect? A diffraction B dispersion C reflection D refraction ",0625_s14_qp_13
0625_s14_qp_13_22,22,"Scout P signals to scout Q on the other side of a valley by using a mirror to reflect the Sun’s rays.  
mirror scout P Sun’s rays scout Q 
  Which mirror position would allow the Sun’s rays to be reflected to scout Q?  
Sun’sraysSun’sraysSun’sraysSun’srays mirrorAB C D 
    1 © UCLES 2014 0625/13/M/J/14 [Turn over",0625_s14_qp_13
0625_s14_qp_13_23,23,Which statement about a converging lens is not correct? A A ray parallel to the principal axis of the lens is refracted through the principal focus. B All rays of light refracted by the lens pass through the principal focus. C The distance between the centre of the lens and the principal focus is the focal length. D The principal focus of the lens is a point on the principal axis. ,0625_s14_qp_13
0625_s14_qp_13_24,24,"Rays of light enter and leave a box.  
ray 1ray 2 ray 1ray 2
  What could be inside the box to make the rays behave as shown? A a converging lens B a parallel-sided glass block C a plane mirror D a triangular prism ",0625_s14_qp_13
0625_s14_qp_13_25,25,"A plastic rod and a dry cloth are uncharged. The rod is now rubbed with the cloth and t hey both become charged. The rod becomes negatively charged because some charged part icles move from the cloth to the rod. What is the charge on the cloth and which particles moved in the charging process?  charge on cloth particles that moved 
A negative electrons 
B negative neutrons 
C positive electrons 
D positive neutrons 
   1 © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_26,26,"The diagram shows a circuit containing three lamps and three switches S 1, S 2 and S 3.  
lamp 1lamp 2lamp 3S
1 S2
S3
  Lamp 1 and lamp 3 are lit, but lamp 2 is not lit. Which switch or switches is/are closed? A S
1 only B S
1 and S 2 C S
1 and S 3 D S
2 and S 3 ",0625_s14_qp_13
0625_s14_qp_13_27,27,"Which labelled component in the circuit shown controls the brightness of lamp X?  
V AB DCX
    1 © UCLES 2014 0625/13/M/J/14 [Turn over",0625_s14_qp_13
0625_s14_qp_13_28,28,"The diagram shows part of an electric circuit.  
12  V
0
 VV
  The light falling on the light-dependent resistor (LDR) increases in brightness.  What happens to the resistance of the LDR and what happens to the reading on the voltmeter?   resistance of LDR reading on voltmeter 
A decreases decreases 
B decreases increases 
C increases decreases 
D increases increases 
",0625_s14_qp_13
0625_s14_qp_13_29,29,"The diagram shows an incomplete circuit.  
AXY
  Four wires of different length and thickness are connected in turn between point X and point Y. All four wires are made of the same metal.  Which wire will cause the greatest reading on the ammeter? A long and thick B long and thin C short and thick D short and thin    1 © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_30,30,"The diagram shows a circuit containing a battery, a lamp, a switch and another component X. The switch is initially closed and the lamp is lit. The switch is now opened and the lamp remains lit for several seconds before slowly going out.  
component X  What is component X? A a capacitor B a light-dependent resistor C a thermistor D a variable resistor ",0625_s14_qp_13
0625_s14_qp_13_31,31,"An appliance is connected to a mains supply. Its circuit also contains a switch and a fuse.  Which circuit shows the fuse in the correct position?  
liveneutralapplianceliveneutralappliance
liveneutral
applianceliveneutralapplianceABCD
    1 © UCLES 2014 0625/13/M/J/14 [Turn over",0625_s14_qp_13
0625_s14_qp_13_32,32,"Two iron nails hang from a bar magnet.  Which diagram shows the magnetic poles induced in the nails?  
ANNNSSSBNSNSNSCNNSSSNDNSSSNN
barmagnet
 ",0625_s14_qp_13
0625_s14_qp_13_33,33,"A steel magnet is placed inside a coil of wire. There is a large alternating current in the coil. The magnet is slowly moved out of the coil to position P.  
steel magnet movedout of coil12
 V a.c.Pcoil of wire
  How has the steel changed, if at all, when it reaches position P? A It has become a stronger magnet. B It has become demagnetised. C The poles have changed ends. D There has been no change.    1 © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_34,34,"When a wire is moved upwards between the poles of a magnet, an electromotive force (e.m.f.) is induced across the ends of the wire.  
wire motionof wire
N S 
  Which device uses a moving wire to induce an e.m.f.? A a cathode-ray tube B a generator C a transformer D an electromagnet    1 © UCLES 2014 0625/13/M/J/14 [Turn over",0625_s14_qp_13
0625_s14_qp_13_35,35,"An electric current is passed through a coil of wire.  
coil of wire  Which diagram shows the shape of the magnetic field produced in the middle of the coil?  
A B
CD
 ",0625_s14_qp_13
0625_s14_qp_13_36,36,"An input voltage of 10
 V is supplied to the primary coil of a transformer. An output voltage of 40  V is produced across the secondary coil.  The 10
 V supply at the primary coil is now replaced with a 40  V supply.  What is the new output voltage across the secondary coil? A 10
 V B 40  V C 70  V D 160  V ",0625_s14_qp_13
0625_s14_qp_13_37,37,"A lithium nucleus contains 3 protons and 4 neutrons.  What is its nuclide notation? A 
Li34 B Li43 C Li73 D Li74    1 © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_38,38,"The diagram shows a box used for storing radioactive sources.  
  Which material is best for lining the box to prevent the escape of most radioactive emissions? A aluminium B copper C lead D steel ",0625_s14_qp_13
0625_s14_qp_13_39,39,"The table shows the results of an experiment to find the half-life of a radioactive substance. time
 / s second/countssubstance from rate count 
0 150 
60 1 120 9 180 7 240 60 
 What is the half-life of the substance? A 60 seconds B 120 seconds C 180 seconds D 240 seconds    1 © UCLES 2014 0625/13/M/J/14",0625_s14_qp_13
0625_s14_qp_13_40,40,"A beam of cathode rays passes between two parallel metal plates connected to a high-voltage d.c. power supply.  Which path does the beam follow?  
+++
cathode rays DCBA+++metal plate
metal plate
       
Permission to reproduce items where thir d-party owned material protected by copyright is included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trace copyright holder s, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity.  Cambridge International Examinations is part of the Cambridge Asse ssment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2014 0625/13/M/J/14  BLANK PAGE ",0625_s14_qp_13
0625_s15_qp_11_01,1,"A geologist compares the volumes of three rocks, X, Y and Z. Three measuring cylinders contain different volumes of water. He places each rock into one of the measuring cylinders.  The diagrams show the measuring cylinders before and after the rocks are put in.  
100908070605040302010100908070605040302010to find thevolume of X
before after cm3cm3
100908070605040302010100908070605040302010to find thevolume of Y
before after cm3cm3
100908070605040302010100908070605040302010to find thevolume of Z
before after cm3cm3
XY Z
  Which row shows the volumes of X, Y and Z in order, from largest to smallest?   largest volume 
 smallest volume 
A X Z Y 
B Y X Z 
C Y Z X 
D Z Y X 
    © UCLES 2015 0625/11/M/J/15 [Turn over",0625_s15_qp_11
0625_s15_qp_11_02,2,"A car moves with constant speed and then constant acceleration.  Which graph is the speed-time graph for the car?  
speedtimeA00speedtimeB00speedtimeC00speedtimeD00
 ",0625_s15_qp_11
0625_s15_qp_11_03,3,"A car travels 100
 km. The journey takes two hours. The highest speed of the car is 80  km  / h, and the lowest speed is 40
 km  / h.  What is the average speed for the journey? A 40
 km  / h B 50  km  / h C 60  km  / h D 120  km  / h ",0625_s15_qp_11
0625_s15_qp_11_04,4,"Diagram 1 shows a piece of foam rubber that contains many pockets of air. Diagram 2 shows the same piece of foam rubber after it has been compressed so that its volume decreases.  
diagram 1(before compression) diagram 2(after compression)
   What happens to the mass and to the weight of the foam rubber when it is compressed?   mass weight 
A increases increases 
B increases no change 
C no change increases 
D no change no change 
    © UCLES 2015 0625/11/M/J/15",0625_s15_qp_11
0625_s15_qp_11_05,5,"A metal block has the dimensions shown. Its mass is 1000  g.  
2 cm10 cm5 cm
  What is the density of the metal? A 
××2  100010  5g / cm3 B 
××100010",0625_s15_qp_11
0625_s15_qp_11_06,6,"Four objects are each acted on by only two forces, as shown.  Which object is in equilibrium?  
A B3.0
 N2.0
 N4.0  N4.0
 N1.0  N2.0
 N2.0  N2.0
 NC D
     © UCLES 2015 0625/11/M/J/15 [Turn over",0625_s15_qp_11
0625_s15_qp_11_07,7,"A student measures the length of a spring. She then hangs different weights from the spring. She measures the length of the spring for each different weight.  The table shows her results.  weight
 / N length  / mm 
0 5 1.0 52 2.0 52 3.0 53 4.0 53 5.0 540 
 What is the extension of the spring when the weight hung from it is 3.0
 N? A 4
 mm B 5  mm C 12  mm D 13  mm ",0625_s15_qp_11
0625_s15_qp_11_08,8,Which energy resource is used to generate electricity without using any moving parts? A geothermal B hydroelectric C nuclear D solar ,0625_s15_qp_11
0625_s15_qp_11_09,9,"A cyclist travels down a hill from rest at point X, without pedalling.  The cyclist applies his brakes and the cycle stops at point Y.  
XY hill
  Which energy changes have taken place between X and Y? A gravitational potential → kinetic → thermal (heat) B gravitational potential → thermal (heat) → kinetic C kinetic → gravitational potential → thermal (heat) D kinetic → thermal (heat) → gravitational potential     © UCLES 2015 0625/11/M/J/15",0625_s15_qp_11
0625_s15_qp_11_10,10,"The diagram shows a simple mercury barometer.  Which height is used as a measurement of atmospheric pressure?  
DCBA mercury
 ",0625_s15_qp_11
0625_s15_qp_11_11,11,"A block with flat, rectangular sides rests on a table.  
block
table
  The block is now turned so that it rests with its largest side on the table.  
  How has this change affected the force and the pre ssure exerted by the block on the table?   force pressure 
A decreased decreased 
B decreased unchanged 
C unchanged decreased 
D unchanged unchanged 
    © UCLES 2015 0625/11/M/J/15 [Turn over",0625_s15_qp_11
0625_s15_qp_11_12,12,"Two states of matter are described as follows. In state 1, the molecules are very far apart. They move about very quickly at random in straight lines until they hit something. In state 2, the molecules are quite closely packed together. They move about at random. They do not have fixed positions.  What is state 1 and what is state 2?  state 1 state  A gas liquid 
B gas solid 
C liquid gas 
D solid liquid 
",0625_s15_qp_11
0625_s15_qp_11_13,13,"The pressure of a fixed mass of gas in a cylinder is measured. The temperature of the gas in the cylinder is then slowly increased. The volume of the cylinder does not change.  Which graph shows the pressure of the gas during this process?  
pressuretimeA
00pressuretimeB
pressuretimeC pressuretimeD
0000
00
     © UCLES 2015 0625/11/M/J/15",0625_s15_qp_11
0625_s15_qp_11_14,14,"The thermometer in the diagram has no scale.  
bulb stem
  Where must the bulb be placed so that 0
 °C can be marked on the stem? A in a freezer B in pure boiling water C in pure cold water D in pure melting ice ",0625_s15_qp_11
0625_s15_qp_11_15,15,"A solid is heated from room temperature.  The graph shows how its temperature changes with time as it is heated constantly.  At which time has it just become completely liquid?  
00AB C Droom temperaturetemperature
time
     © UCLES 2015 0625/11/M/J/15 [Turn over",0625_s15_qp_11
0625_s15_qp_11_16,16,Thermal energy travels through space from the Sun to the Earth. Space is a vacuum.  How is thermal energy transferred from the Sun to the Earth? A by conduction only B by convection only C by radiation only D by convection and radiation ,0625_s15_qp_11
0625_s15_qp_11_17,17,"A cupboard is placed in front of a heater. Air can move through a gap under the cupboard.  
wall
floor
heater cupboardair moves through gap
  Which row describes the temperature, and the direction of movement, of the air in the gap?   air temperature air direction 
A cool away from the heater 
B cool towards the heater 
C warm away from the heater 
D warm towards the heater 
",0625_s15_qp_11
0625_s15_qp_11_18,18,What is the number of wavefronts per second that pass a fixed point? A the amplitude of the wave B the frequency of the wave C the speed of the wave D the wavelength of the wave     © UCLES 2015 0625/11/M/J/15,0625_s15_qp_11
0625_s15_qp_11_19,19,"The diagrams represent water waves in a tank.  Which diagram represents a wave that changes speed?  
DdeeperwatershallowerwaterA
barrierB
barrierC
barrier
 ",0625_s15_qp_11
0625_s15_qp_11_20,20,"The diagram shows the electromagnetic spectrum, in order of increasing wavelength.  Three types of radiation, P, Q and R, are missing from the spectrum diagram.  γ-rays X-rays P visible light Q microwaves R 
 Which types of electromagnetic radiation are represented by P, by Q and by R?   P Q R 
A infra-red radio waves ultraviolet 
B infra-red ultraviolet radio waves 
C ultraviolet infra-red radio waves 
D ultraviolet radio waves infra-red 
",0625_s15_qp_11
0625_s15_qp_11_21,21,"Radiation from the Sun is dispersed by a prism. The prism does not absorb any of the radiation. Four identical thermometers are placed, one at each of the labelled positions.  In which position does the thermometer show the greatest rise in temperature?  
A BCDred light violet light radiation from the Sun prism
    1 © UCLES 2015 0625/11/M/J/15 [Turn over",0625_s15_qp_11
0625_s15_qp_11_22,22,"A scientist tries to direct a ray of light in a glass block so that no light escapes from the top of the block.   However, some light does escape.  
X glass block ray of light top of block light escapingfrom top of block
  The scientist changes angle X and stops the light escaping from the top.   Which row in the table describes the change to  angle X and the name of the effect produced?   change to angle X name of effect produced 
A decrease total internal reflection 
B decrease total internal refraction 
C increase total internal reflection 
D increase total internal refraction 
",0625_s15_qp_11
0625_s15_qp_11_23,23,"Which row states two properties of sound waves?   can travel through type of wave 
A a vacuum longitudinal 
B a vacuum transverse 
C water longitudinal  
D water transverse 
   1 © UCLES 2015 0625/11/M/J/15",0625_s15_qp_11
0625_s15_qp_11_24,24,"A man holding a starting pistol stands 640  m away from a spectator.  
640  m
spectator 
  The spectator hears the sound of the starting pistol 2.0
 s after seeing the flash from the pistol.  Using this information, what is the speed of sound in air? A 160
 m  / s B 320  m  / s C 640  m  / s D 1280  m  / s ",0625_s15_qp_11
0625_s15_qp_11_25,25,"A magnet is placed on a balance. The balance reading changes when an iron bar or another magnet is held close to the first magnet.  The arrangements are shown in the diagrams.  
g100diagram 1SN
gdiagram 2SN
gdiagram 3SNSNiron bar
  Which row gives the balance reading in diagram 2 and in diagram 3?   balance reading in diagram   / g balance reading in diagram 3  / g 
A less than 100 less than 100 
B less than 100 more than 100 
C more than 100 less than 100 
D more than 100 more than 100 
   1 © UCLES 2015 0625/11/M/J/15 [Turn over",0625_s15_qp_11
0625_s15_qp_11_26,26,"An electromagnet with a soft-iron core is connected to a battery and an open switch. The soft-iron core is just above some small soft-iron nails.  
electromagnetsoft-iron core
soft-iron nails
  The switch is now closed, left closed for a few seconds, and then opened.  What do the soft-iron nails do as the switch is clos ed, and what do they do when the switch is then opened?   as switch is closed as switch is opened 
A nails jump up nails fall down 
B nails jump up nails stay up 
C nails stay down nails jump up 
D nails stay down nails stay down 
",0625_s15_qp_11
0625_s15_qp_11_27,27,"The diagram shows a piece of metal resistance wire.  
   Which wire, made of the same metal, has a smaller resistance? A a wire of the same length with a larger diameter  B a wire of the same length with a smaller diameter  C a wire of greater length with the same diameter D a wire of greater length with a smaller diameter ",0625_s15_qp_11
0625_s15_qp_11_28,28,What is the unit of electromotive force (e.m.f.)? A ampere B joule C volt D watt    1 © UCLES 2015 0625/11/M/J/15,0625_s15_qp_11
0625_s15_qp_11_29,29,"The circuit diagram shows a 4.0  Ω resistor and an 8.0  Ω resistor connected to a 6.0  V battery.  
4.0  Ω8.0  Ω6.0 V
  What is the current in the battery? A 0.50
 A B 0.75  A C 1.5  A D 2.0  A ",0625_s15_qp_11
0625_s15_qp_11_30,30,"The diagram shows a circuit which includes an uncharged capacitor and a switch.  
XYswitch
capacitor 
  The switch can be moved between position X and position Y.  What happens to the capacitor when the switch is moved to position X, and what happens when the switch is then moved to position Y?   switch at X switch at Y 
A capacitor charges capacitor charges 
B capacitor charges capacitor discharges
C capacitor discharges capacitor charges 
D capacitor discharges capacitor discharges
   1 © UCLES 2015 0625/11/M/J/15 [Turn over",0625_s15_qp_11
0625_s15_qp_11_31,31,"The diagram shows a 3.0  Ω resistor and a 6.0  Ω resistor connected in parallel.  
3.0  Ω6.0
 Ω  What is the total resistance of this arrangement? A less than 3.0
 Ω B 3.0
 Ω C 4.5
 Ω D more than 6.0
 Ω ",0625_s15_qp_11
0625_s15_qp_11_32,32,"The diagram shows a 10
 Ω resistor and a 20  Ω resistor connected in a potential divider circuit.  
V10  Ω20
 Ω12.0 V
  What is the reading on the voltmeter? A 4.0
 V B 6.0  V C 8.0  V D 12.0  V    1 © UCLES 2015 0625/11/M/J/15",0625_s15_qp_11
0625_s15_qp_11_33,33,"In the circuit shown, only one of the fuses has blown, but none of the lamps is lit.  Which fuse has blown?  
ABCDpowersupply
 ",0625_s15_qp_11
0625_s15_qp_11_34,34,"Which diagram shows the pattern of the magnetic field produced by a current-carrying solenoid?  
ABCDsolenoid solenoid solenoid solenoid
 ",0625_s15_qp_11
0625_s15_qp_11_35,35,What is an advantage of transmitting electricity at a high voltage? A It is faster. B It is safer. C Less energy is wasted. D Less equipment is needed.    1 © UCLES 2015 0625/11/M/J/15 [Turn over,0625_s15_qp_11
0625_s15_qp_11_36,36,"A transformer has 1200 turns on its primary coil and 400 turns on its secondary coil. An output voltage of 90
 V is induced across the secondary coil.  
primary coil1200 turns secondary coil400 turns
outputvoltage90
 V
  What is the input voltage of the transformer? A 30
 V B 90  V C 270  V D 1200  V ",0625_s15_qp_11
0625_s15_qp_11_37,37,"The diagram shows a design for a cathode-ray tube. A tube with this design does not work.  
powersupply
coldcathode
heatedanode
vacuum
  Which change should be made so that the t ube works properly to produce cathode rays? A Heat the cathode instead of the anode. B Reverse the connections of the power supply. C Use air in the tube instead of a vacuum. D Use an a.c. power supply instead of a d.c. power supply. ",0625_s15_qp_11
0625_s15_qp_11_38,38,"Which row gives the properties of the radiation from radioactive materials?  most penetrating radiation most highly ionising radiation 
A α β 
B β γ 
C γ α 
D γ γ 
   1 © UCLES 2015 0625/11/M/J/15",0625_s15_qp_11
0625_s15_qp_11_39,39,"In a laboratory, a detector of ionising radiation records an average background count rate of 8 counts per second.  
detector
counts  / s  A radioactive source is now placed close to the det ector. The count rate on the detector rises to 200 counts per second.  
radioactivesourcedetectorcounts  / s
  What is the count rate due to radiation from the radioactive source? A 25 counts
 / s B 192 counts
 / s C 200 counts
 / s D 208 counts
 / s ",0625_s15_qp_11
